epoch,train_loss,train_acc,test_loss,test_acc
1,2.3676694125131843,0.36356209150326796,1.757013327491921,0.4404376012965964
2,1.5337928369933485,0.5502450980392157,1.483084710336002,0.5542949756888168
3,1.323972869932262,0.6004901960784313,1.2846505944066149,0.5903565640194489
4,1.1785932198848599,0.6375612745098039,1.1589624856385845,0.6337115072933549
5,1.108794214289173,0.6582924836601307,1.416387731194303,0.5551053484602917
6,1.065898028853672,0.670751633986928,1.0500297619986863,0.6762560777957861
7,1.0041907020643646,0.6912785947712419,0.9658070257766779,0.7139384116693679
8,0.9818891368660272,0.6951593137254902,0.9693543440217041,0.7005672609400324
9,0.9409255054261949,0.7058823529411765,1.6492936998315917,0.5271474878444085
10,0.9016318005674026,0.7201797385620915,1.0085952202630994,0.6665316045380876
11,0.8960598621493071,0.7208946078431373,1.5553309001282123,0.5652350081037277
12,0.8584994241303089,0.7306985294117647,1.0206023847595207,0.6786871961102107
13,0.8478831794916415,0.7318218954248366,0.9609338343626483,0.6952998379254457
14,0.8199301893804588,0.7375408496732027,1.0001561496938116,0.6997568881685575
15,0.8410823462056178,0.7328431372549019,0.9066445526789204,0.7220421393841167
16,0.8352556859745699,0.7356004901960784,0.7887255265717085,0.747163695299838
17,0.7961963391771504,0.7454044117647058,0.839850253378746,0.7483792544570502
18,0.7782430056652991,0.7512254901960784,0.8197324234008113,0.752836304700162
19,0.7688355069924024,0.7567401960784313,0.8815672621251698,0.726904376012966
20,0.7649508422496272,0.7610294117647058,0.78235183100441,0.7662074554294975
21,0.7008277358962041,0.7772671568627451,0.6614122934265113,0.8047001620745543
22,0.6782094222657821,0.7880923202614379,0.7237592360277991,0.7763371150729336
23,0.671497164403691,0.7855392156862745,0.6004672403288085,0.8152350081037277
24,0.6479271605513455,0.7945261437908496,0.6398826896437901,0.8042949756888168
25,0.645271303022609,0.7895220588235294,0.6270083992514077,0.8091572123176661
26,0.6476884805688671,0.7892156862745098,0.5863603988671419,0.8282009724473258
27,0.6413449461943184,0.7913602941176471,0.6507039462401859,0.8067260940032415
28,0.64199631412824,0.7894199346405228,0.59979199840894,0.8229335494327391
29,0.6353457498005013,0.7900326797385621,0.6653773845520589,0.7978119935170178
30,0.6308299421874526,0.7995302287581699,0.6948990779860938,0.799837925445705
31,0.6308717174467697,0.8001429738562091,0.6516634351671998,0.7994327390599676
32,0.6077764495915058,0.805453431372549,0.6546925658341634,0.8144246353322528
33,0.6086349551584206,0.8031045751633987,0.70168365034874,0.7710696920583469
34,0.6186538905489678,0.8037173202614379,0.7378507210485142,0.7888978930307942
35,0.5998089260914746,0.8051470588235294,0.6128218266522403,0.8128038897893031
36,0.6048021448983086,0.8041258169934641,0.6739329554861702,0.7893030794165316
37,0.599869657770481,0.8022875816993464,0.5535220611860109,0.8379254457050244
38,0.596608450015386,0.808312908496732,0.611404879582439,0.8172609400324149
39,0.5979643280989204,0.8077001633986928,0.6264641717539698,0.7994327390599676
40,0.5988637984188554,0.805453431372549,0.583836483500439,0.8184764991896273
41,0.5605200055767509,0.8170955882352942,0.5437501947440032,0.836709886547812
42,0.5430395595388475,0.8191380718954249,0.543935497211386,0.843192868719611
43,0.5552687839744916,0.8209763071895425,0.5332682968998053,0.8318476499189628
44,0.5401533086315479,0.8206699346405228,0.5196438181546865,0.8444084278768234
45,0.5438040438430761,0.8211805555555556,0.5326923643521108,0.8379254457050244
46,0.5282369123564826,0.8272058823529411,0.5176230200232954,0.8419773095623987
47,0.5313115318616232,0.8245506535947712,0.5070879869598887,0.8517017828200972
48,0.5343980935274386,0.8264910130718954,0.55260809139738,0.8346839546191248
49,0.5365370706795087,0.8225081699346405,0.5432095184038584,0.8448136142625607
50,0.522682798064612,0.827001633986928,0.5281854096990278,0.8387358184764991
51,0.5194701402405508,0.8328227124183006,0.5243948857801682,0.8338735818476499
52,0.5203781636322246,0.8282271241830066,0.5330534307505012,0.8358995137763371
53,0.5201995865581861,0.830984477124183,0.5175395057904776,0.8407617504051864
54,0.5131244003967522,0.8318014705882353,0.5314807080942704,0.8354943273905997
55,0.5116455975700828,0.8329248366013072,0.5109901199584473,0.8415721231766613
56,0.5162076883845859,0.8314950980392157,0.5096971596458344,0.8500810372771475
57,0.5065929486471064,0.8320057189542484,0.5343205840953262,0.8375202593192869
58,0.5141754723062703,0.8265931372549019,0.5090154800548956,0.8452188006482982
59,0.5030990938345591,0.8343545751633987,0.5089877812547317,0.8460291734197731
60,0.5135214639450211,0.8290441176470589,0.6124996040656037,0.8103727714748784
61,0.48886284680148356,0.8381331699346405,0.5026531609691675,0.8472447325769854
62,0.4840119492773916,0.8404820261437909,0.4829703696416253,0.8549432739059968
63,0.4806799934385649,0.839562908496732,0.5017673235254156,0.8488654781199352
64,0.46954192406211803,0.8467116013071896,0.5006484021364773,0.8448136142625607
65,0.47759628568599427,0.8429330065359477,0.503793498661182,0.8521069692058347
66,0.47263554439825173,0.8433415032679739,0.5054464883501588,0.843192868719611
67,0.4771754076473074,0.8422181372549019,0.49814189701813544,0.8476499189627229
68,0.47220323025401123,0.8421160130718954,0.5025471017131434,0.8521069692058347
69,0.4727771528600867,0.842626633986928,0.5018386467528073,0.8460291734197731
70,0.46450605637886944,0.8467116013071896,0.4948202425161546,0.8452188006482982
71,0.4698093511115492,0.8419117647058824,0.4975597470563103,0.8415721231766613
