epoch,train_loss,train_acc,test_loss,test_acc
1,2.7663415584688873,0.26572712418300654,2.3036527652987786,0.36547811993517015
2,1.9367037240196676,0.4453635620915033,2.0031175311998957,0.3857374392220421
3,1.5878771792829427,0.5298202614379085,1.6943668959786091,0.4829821717990275
4,1.4125529208214453,0.5741421568627451,2.257340155409066,0.35170178282009723
5,1.297673269814136,0.6044730392156863,1.575862269927076,0.4846029173419773
6,1.2314075652290792,0.625,1.9450136367080664,0.4088330632090762
7,1.1789428393046062,0.6462418300653595,1.5092697182196273,0.49756888168557534
8,1.1312864255281836,0.6510416666666666,1.4249421502048425,0.5384927066450568
9,1.0979373151180791,0.6633986928104575,1.3277676185680556,0.5834683954619124
10,1.051608723363066,0.6770833333333334,1.6201611436553287,0.47771474878444087
11,1.0503542364812364,0.6763684640522876,1.2267801054486194,0.6114262560777958
12,1.0316448425934985,0.6820874183006536,1.9664115731874587,0.42098865478119935
13,1.0049222057161769,0.6931168300653595,1.4672940385013191,0.5409238249594813
14,0.987789986569897,0.6972017973856209,1.1607149277166184,0.6393841166936791
15,0.9665242749101975,0.7063929738562091,1.2254082003134383,0.6276337115072933
16,0.9249750808173535,0.7144607843137255,1.2856591558823516,0.6118314424635333
17,0.9397217763794793,0.7141544117647058,1.2782715286582564,0.6272285251215559
18,0.9203320028735142,0.714562908496732,1.3277510416179268,0.5996758508914101
19,0.9041900934736713,0.7156862745098039,1.155450852995367,0.6503241491085899
20,0.8789784440807268,0.731515522875817,1.0312549607100712,0.690032414910859
21,0.8080785465396307,0.7545955882352942,1.0234795520429287,0.6912479740680713
22,0.7739450039427265,0.7588848039215687,1.0932228846333596,0.6673419773095624
23,0.7689378830342511,0.7616421568627451,1.0708031652425831,0.6620745542949756
24,0.750785711544012,0.7658292483660131,1.0489612989236314,0.6831442463533225
25,0.7693322930071089,0.7641952614379085,1.044503157393859,0.6823338735818476
26,0.7369327186759002,0.7711397058823529,1.064732738986394,0.673419773095624
27,0.7253161294787538,0.7729779411764706,0.9450310061004985,0.7090761750405187
28,0.7265563262443916,0.7706290849673203,1.0158493473183974,0.7009724473257699
29,0.711394317594229,0.7743055555555556,1.152305802466224,0.646677471636953
30,0.7190869816767624,0.7780841503267973,0.9961371220394704,0.6936790923824959
31,0.7051161654244841,0.7797181372549019,0.9761514458895889,0.700162074554295
32,0.7180805930904314,0.7789011437908496,0.9306611340716361,0.720421393841167
33,0.69757761772162,0.7829861111111112,0.9722496441156396,0.7135332252836305
34,0.6954757282936496,0.7832924836601307,1.0836471212934249,0.6730145867098866
35,0.6918432079499064,0.7843137254901961,0.941059089846897,0.7139384116693679
36,0.6762542670069177,0.7904411764705882,0.9711414552180511,0.6948946515397083
37,0.6802659471050586,0.7881944444444444,1.1003711498923587,0.6572123176661264
38,0.6819454554249259,0.7873774509803921,0.9066172632927639,0.7366288492706645
39,0.677182685510785,0.7901348039215687,1.0108047774970241,0.700162074554295
40,0.6814499043561275,0.7896241830065359,0.8685144895092981,0.7427066450567261
41,0.6313531048157636,0.8017769607843137,0.8736714598401246,0.7431118314424635
42,0.6099006839437422,0.8077001633986928,0.8838120646762694,0.7341977309562399
43,0.5826086744763492,0.8148488562091504,0.8682132340738221,0.7398703403565641
44,0.6018125728454465,0.8099468954248366,0.9126780313142309,0.7236628849270664
45,0.6057857247739057,0.8093341503267973,0.877029293179029,0.7346029173419774
46,0.5887737788406073,0.8151552287581699,0.9220832649805557,0.723257698541329
47,0.5870078352152133,0.818218954248366,0.8676644174843978,0.7394651539708266
48,0.5781115022749682,0.8161764705882353,0.9013021609095352,0.7244732576985413
49,0.5843867552436255,0.8206699346405228,0.9155316032119083,0.7313614262560778
50,0.5769129570792703,0.819546568627451,0.9241191390448973,0.7200162074554295
51,0.5720383224923626,0.818218954248366,0.8708537139324547,0.7443273905996759
